20:49:10 INFO  manager.ApplicationManager - Test start on Chrome
20:49:12 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //a[.=' Logout ']
20:49:15 INFO  manager.MyListener - Element with locator -->By.xpath: //a[.=' Logout ']is found
20:49:15 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //a[text()=' Log in ']
20:49:15 INFO  manager.MyListener - Element with locator -->By.xpath: //a[text()=' Log in ']is found
20:49:15 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //input[@id='email']
20:49:15 INFO  manager.MyListener - Element with locator -->By.xpath: //input[@id='email']is found
20:49:15 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //input[@id='password']
20:49:15 INFO  manager.MyListener - Element with locator -->By.xpath: //input[@id='password']is found
20:49:15 INFO  manager.MyListener - Start searching element by locator -->By.cssSelector: button[type='submit']
20:49:15 INFO  manager.MyListener - Element with locator -->By.cssSelector: button[type='submit']is found
20:49:15 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //button[normalize-space()='Ok']
20:49:16 INFO  manager.MyListener - Element with locator -->By.xpath: //button[normalize-space()='Ok']is found
