20:53:57 INFO  manager.ApplicationManager - Test start on Chrome
20:53:58 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //a[.=' Logout ']
20:54:01 INFO  manager.MyListener - Element with locator -->By.xpath: //a[.=' Logout ']is found
20:54:01 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //a[text()=' Log in ']
20:54:01 INFO  manager.MyListener - Element with locator -->By.xpath: //a[text()=' Log in ']is found
20:54:01 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //input[@id='email']
20:54:01 INFO  manager.MyListener - Element with locator -->By.xpath: //input[@id='email']is found
20:54:01 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //input[@id='password']
20:54:01 INFO  manager.MyListener - Element with locator -->By.xpath: //input[@id='password']is found
20:54:01 INFO  manager.MyListener - Start searching element by locator -->By.cssSelector: button[type='submit']
20:54:02 INFO  manager.MyListener - Element with locator -->By.cssSelector: button[type='submit']is found
20:54:02 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //button[normalize-space()='Ok']
20:54:03 INFO  manager.MyListener - Element with locator -->By.xpath: //button[normalize-space()='Ok']is found
20:54:03 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //a[.=' Logout ']
20:54:03 INFO  manager.MyListener - Element with locator -->By.xpath: //a[.=' Logout ']is found
20:54:03 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //a[normalize-space()='Logout']
20:54:03 INFO  manager.MyListener - Element with locator -->By.xpath: //a[normalize-space()='Logout']is found
20:54:03 INFO  tests.TestBase - User: models.User@1643d68f is provided
20:54:03 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //a[text()=' Log in ']
20:54:03 INFO  manager.MyListener - Element with locator -->By.xpath: //a[text()=' Log in ']is found
20:54:03 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //input[@id='email']
20:54:03 INFO  manager.MyListener - Element with locator -->By.xpath: //input[@id='email']is found
20:54:03 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //input[@id='password']
20:54:03 INFO  manager.MyListener - Element with locator -->By.xpath: //input[@id='password']is found
20:54:03 INFO  manager.MyListener - Start searching element by locator -->By.cssSelector: button[type='submit']
20:54:03 INFO  manager.MyListener - Element with locator -->By.cssSelector: button[type='submit']is found
20:54:03 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //button[normalize-space()='Ok']
20:54:03 INFO  manager.MyListener - Element with locator -->By.xpath: //button[normalize-space()='Ok']is found
20:54:03 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //a[.=' Logout ']
20:54:04 INFO  manager.MyListener - Element with locator -->By.xpath: //a[.=' Logout ']is found
20:54:04 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //a[normalize-space()='Logout']
20:54:04 INFO  manager.MyListener - Element with locator -->By.xpath: //a[normalize-space()='Logout']is found
20:54:04 INFO  tests.TestBase - User: models.User@54361a9 is provided
20:54:04 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //a[text()=' Log in ']
20:54:04 INFO  manager.MyListener - Element with locator -->By.xpath: //a[text()=' Log in ']is found
20:54:04 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //input[@id='email']
20:54:04 INFO  manager.MyListener - Element with locator -->By.xpath: //input[@id='email']is found
20:54:04 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //input[@id='password']
20:54:04 INFO  manager.MyListener - Element with locator -->By.xpath: //input[@id='password']is found
20:54:04 INFO  manager.MyListener - Start searching element by locator -->By.cssSelector: button[type='submit']
20:54:04 INFO  manager.MyListener - Element with locator -->By.cssSelector: button[type='submit']is found
20:54:04 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //button[normalize-space()='Ok']
20:54:04 INFO  manager.MyListener - Element with locator -->By.xpath: //button[normalize-space()='Ok']is found
20:54:04 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //a[.=' Logout ']
20:54:04 INFO  manager.MyListener - Element with locator -->By.xpath: //a[.=' Logout ']is found
20:54:04 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //a[normalize-space()='Logout']
20:54:04 INFO  manager.MyListener - Element with locator -->By.xpath: //a[normalize-space()='Logout']is found
20:54:04 INFO  tests.TestBase - User: models.User@5b800468 is provided
20:54:04 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //a[text()=' Log in ']
20:54:04 INFO  manager.MyListener - Element with locator -->By.xpath: //a[text()=' Log in ']is found
20:54:04 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //input[@id='email']
20:54:05 INFO  manager.MyListener - Element with locator -->By.xpath: //input[@id='email']is found
20:54:05 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //input[@id='password']
20:54:05 INFO  manager.MyListener - Element with locator -->By.xpath: //input[@id='password']is found
20:54:05 INFO  manager.MyListener - Start searching element by locator -->By.cssSelector: button[type='submit']
20:54:05 INFO  manager.MyListener - Element with locator -->By.cssSelector: button[type='submit']is found
20:54:05 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //button[normalize-space()='Ok']
20:54:05 INFO  manager.MyListener - Element with locator -->By.xpath: //button[normalize-space()='Ok']is found
