21:16:16 INFO  manager.ApplicationManager - Test start on Chrome
21:16:17 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //a[.=' Logout ']
21:16:20 INFO  manager.MyListener - Element with locator -->By.xpath: //a[.=' Logout ']is found
21:16:20 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //a[text()=' Log in ']
21:16:20 INFO  manager.MyListener - Element with locator -->By.xpath: //a[text()=' Log in ']is found
21:16:20 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //input[@id='email']
21:16:20 INFO  manager.MyListener - Element with locator -->By.xpath: //input[@id='email']is found
21:16:21 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //input[@id='password']
21:16:21 INFO  manager.MyListener - Element with locator -->By.xpath: //input[@id='password']is found
21:16:21 INFO  manager.MyListener - Start searching element by locator -->By.cssSelector: button[type='submit']
21:16:21 INFO  manager.MyListener - Element with locator -->By.cssSelector: button[type='submit']is found
21:16:21 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //button[normalize-space()='Ok']
21:16:22 INFO  manager.MyListener - Element with locator -->By.xpath: //button[normalize-space()='Ok']is found
21:16:24 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //a[.=' Logout ']
21:16:24 INFO  manager.MyListener - Element with locator -->By.xpath: //a[.=' Logout ']is found
21:16:24 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //a[normalize-space()='Logout']
21:16:24 INFO  manager.MyListener - Element with locator -->By.xpath: //a[normalize-space()='Logout']is found
21:16:24 INFO  tests.TestBase - User: models.User@186978a6 is provided
21:16:24 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //a[text()=' Log in ']
21:16:24 INFO  manager.MyListener - Element with locator -->By.xpath: //a[text()=' Log in ']is found
21:16:24 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //input[@id='email']
21:16:24 INFO  manager.MyListener - Element with locator -->By.xpath: //input[@id='email']is found
21:16:24 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //input[@id='password']
21:16:24 INFO  manager.MyListener - Element with locator -->By.xpath: //input[@id='password']is found
21:16:24 INFO  manager.MyListener - Start searching element by locator -->By.cssSelector: button[type='submit']
