13:35:01 INFO  manager.ApplicationManager - Test start on Chrome
13:35:02 INFO  manager.MyListener - Start searching element by locator -->By.id: city
13:35:02 INFO  manager.MyListener - Element with locator -->By.id: cityis found
13:35:05 INFO  manager.MyListener - Start searching element by locator -->By.cssSelector: div.pac-item
13:35:05 INFO  manager.MyListener - Element with locator -->By.cssSelector: div.pac-itemis found
13:35:09 INFO  manager.MyListener - Start searching element by locator -->By.id: dates
13:35:09 INFO  manager.MyListener - Element with locator -->By.id: datesis found
13:35:09 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //div[.=' 15 ']
13:35:09 INFO  manager.MyListener - Element with locator -->By.xpath: //div[.=' 15 ']is found
13:35:09 INFO  manager.MyListener - Start searching element by locator -->By.xpath: //div[.=' 20 ']
13:35:09 INFO  manager.MyListener - Element with locator -->By.xpath: //div[.=' 20 ']is found
13:35:14 INFO  manager.MyListener - Start searching element by locator -->By.cssSelector: button[type='submit']
13:35:14 INFO  manager.MyListener - Element with locator -->By.cssSelector: button[type='submit']is found
